date,url,content,reply,retweet,like,view
2019-07-09 16:54:42+00:00,https://twitter.com/Twitter/status/1148636608373153792,@brittmerl Tweets hit hard sometimes,0,21,277,
2019-07-09 16:24:03+00:00,https://twitter.com/Twitter/status/1148628892825116672,@chhlss Everyone else needs to add this to their Bookmarks so they never lose it,10,0,347,
2019-07-09 16:18:26+00:00,https://twitter.com/Twitter/status/1148627482419109889,@alexisscarrasco Bet he saw it,1,0,65,
2019-07-08 20:45:59+00:00,https://twitter.com/Twitter/status/1148332424222392320,@IovedangeI So nice he said it thrice,3,1,14,
2019-07-08 20:45:22+00:00,https://twitter.com/Twitter/status/1148332268181753856,@miskeencore Practically perfect in every way,3,3,36,
2019-07-08 20:43:52+00:00,https://twitter.com/Twitter/status/1148331892200103942,@wooyoungies Call Me By My Display Name: a movie,16,32,184,
2019-07-08 15:41:32+00:00,https://twitter.com/Twitter/status/1148255805608747014,@jeff0219 Someone on Jupiter said the same thing!,1,0,3,
2019-07-08 15:26:25+00:00,https://twitter.com/Twitter/status/1148252002998267904,@rosewaterjeon Sometimes we wish we could,17,45,1154,
2019-07-08 15:15:39+00:00,https://twitter.com/Twitter/status/1148249293985370112,@jakesastrology MYOB,1,2,17,
2019-07-08 15:12:22+00:00,https://twitter.com/Twitter/status/1148248468017860613,@Argodeonn TALENT,5,7,214,
2019-07-08 15:04:04+00:00,https://twitter.com/Twitter/status/1148246377308270592,@Saneeer_ Tweet it to us next time,4,16,178,
2019-07-08 14:40:49+00:00,https://twitter.com/Twitter/status/1148240524899471360,@AlyciaTyre More like they're not on Twitter enough,4,12,378,
2019-07-05 22:17:31+00:00,https://twitter.com/Twitter/status/1147268297349578754,@kiernanshipka Our favorite spell,4,9,152,
2019-07-05 22:12:57+00:00,https://twitter.com/Twitter/status/1147267145463750658,@crocfanpage It means what it needs to mean,4,2,262,
2019-07-05 22:06:16+00:00,https://twitter.com/Twitter/status/1147265463384195074,@hwallcatsu ~cinematic parallels~,1,25,89,
2019-07-05 22:02:15+00:00,https://twitter.com/Twitter/status/1147264454939303937,@hayleysrant1 Twitter always knows first,1,1,5,
2019-07-05 22:01:57+00:00,https://twitter.com/Twitter/status/1147264377600585728,@guilelessdjh Woah woah woah you will not forget your Twitter friends,0,1,4,
2019-07-05 22:01:28+00:00,https://twitter.com/Twitter/status/1147264257567985664,@remcum Or sleeping?,3,0,8,
2019-07-05 21:56:37+00:00,https://twitter.com/Twitter/status/1147263036643844096,@Reggy_ 🗣 SHOUT 🗣 OUT,8,3,37,
2019-07-05 21:48:52+00:00,https://twitter.com/Twitter/status/1147261087236202496,@grandessoul The Tweet was inevitable,7,0,16,
2019-07-05 21:40:21+00:00,https://twitter.com/Twitter/status/1147258940956303362,@TheKitchenista cc: Joanne the Scammer,1,1,15,
2019-07-05 21:27:43+00:00,https://twitter.com/Twitter/status/1147255762927984641,@spideyymak An ideal timeline,2,2,28,
2019-07-05 21:27:20+00:00,https://twitter.com/Twitter/status/1147255665800417282,@bloomingtae Summertime Sadness hitting different today,3,4,30,
2019-07-05 21:21:29+00:00,https://twitter.com/Twitter/status/1147254194895773696,@JennyJohnsonHi5 Our old Tweets are the new dinosaurs,6,3,38,
2019-07-05 21:11:40+00:00,https://twitter.com/Twitter/status/1147251725314723840,@Reallyamaya Laughing through life,0,1,3,
2019-07-05 20:00:41+00:00,https://twitter.com/Twitter/status/1147233859488100357,@AustinOnSocial @ArtDecider v logical thought process here,0,2,3,
2019-07-05 19:53:52+00:00,https://twitter.com/Twitter/status/1147232144554627072,@haridassharanya @chrissyteigen She is the unofficial mayor of Twitter...,0,1,30,
2019-07-05 19:51:33+00:00,https://twitter.com/Twitter/status/1147231561500307456,@Ibne_Sena We see what you did there,6,7,886,
2019-07-05 19:42:44+00:00,https://twitter.com/Twitter/status/1147229344366039041,@ModestasPackev Ok we'll come back to you,1,0,14,
2019-07-05 19:26:04+00:00,https://twitter.com/Twitter/status/1147225147230904321,@TheMegaBoi2004 Keeping your brain thinking around here,1,0,4,
2019-07-05 19:21:00+00:00,https://twitter.com/Twitter/status/1147223872326029314,"@GuillaumeTC @HamillHimself @ChrisEvans For this combo, we'll allow two wholes",5,7,558,
2019-07-05 19:15:54+00:00,https://twitter.com/Twitter/status/1147222590580305921,@KSJIZE Hi @dog_rates you've got a fan,13,33,3116,
2019-07-05 19:15:19+00:00,https://twitter.com/Twitter/status/1147222445381865472,@insomniacookies cc: @MeCookieMonster,2,3,407,
2019-07-05 19:11:14+00:00,https://twitter.com/Twitter/status/1147221416779157504,@MNoir1211 &amp; you're guaranteed a good morning and good night Tweet,5,4,279,
2019-07-05 19:10:51+00:00,https://twitter.com/Twitter/status/1147221317705437184,@atetanricasi Try following yourself and tell us what happens,63,128,2280,
2019-07-05 19:10:30+00:00,https://twitter.com/Twitter/status/1147221231101460481,@adayltt so mysterious,4,5,638,
2019-07-05 19:06:56+00:00,https://twitter.com/Twitter/status/1147220335185616896,@bday_lol @FaZe_Rain Now that's loyalty,3,6,378,
2019-07-05 19:06:22+00:00,https://twitter.com/Twitter/status/1147220191195095040,@sjordan4500 We can see why,5,3,598,
2019-07-05 19:04:44+00:00,https://twitter.com/Twitter/status/1147219778525941760,@vantesolo We're blushing,37,45,2708,
2019-07-05 19:03:48+00:00,https://twitter.com/Twitter/status/1147219543556808706,"You can only follow one person.

Who is it?",42608,6271,55232,
2019-07-05 18:32:08+00:00,https://twitter.com/Twitter/status/1147211575771770880,"@repliesbro That moment of regret where you think ""ugh I should have sent it to them""",2,2,14,
2019-07-05 18:19:40+00:00,https://twitter.com/Twitter/status/1147208437220237313,@hkah___ Unpopular opinion: water is wet,0,3,16,
2019-07-05 18:10:22+00:00,https://twitter.com/Twitter/status/1147206097159118848,@poorlycatdraw You mean to say cats aren't running their own Twitters?,2,13,89,
2019-07-05 18:01:28+00:00,https://twitter.com/Twitter/status/1147203859074469888,@celeste_arias17 When the Tweet has sound effects without turning on the volume,1,0,1,
2019-07-03 21:58:24+00:00,https://twitter.com/Twitter/status/1146538707937370113,@rebecca_23june That crown feels good,2,4,35,
2019-07-03 21:48:44+00:00,https://twitter.com/Twitter/status/1146536274494402565,"@BEMlNEE Forget about it, yeah, forget about them",19,12,141,
2019-07-03 21:48:20+00:00,https://twitter.com/Twitter/status/1146536177102704645,@sidetosde Today is really your day,16,0,68,
2019-07-03 21:43:03+00:00,https://twitter.com/Twitter/status/1146534846015115267,@TessaViolet Double digit queen,2,1,49,
2019-07-03 21:42:47+00:00,https://twitter.com/Twitter/status/1146534778218438661,@AllCharisma Have to DTTR (Define the Twitter relationship),0,1,17,
2019-07-03 21:42:24+00:00,https://twitter.com/Twitter/status/1146534681615228933,"@LukeKorns That's how you say ""I love you"" on Twitter",2,16,234,
2019-07-03 21:42:08+00:00,https://twitter.com/Twitter/status/1146534613810130944,@ladivaza No you,89,191,2538,
2019-07-03 21:41:51+00:00,https://twitter.com/Twitter/status/1146534543618465792,@mikrojinniee Timothy the spider is a Twitter legend,16,52,391,
2019-07-03 21:24:53+00:00,https://twitter.com/Twitter/status/1146530276098629637,@Dazkys Scroll on the left just in case you drift,0,0,10,
2019-07-03 21:21:47+00:00,https://twitter.com/Twitter/status/1146529495060549635,"@alamanecer Repping on the timeline, at the m&amp;g, and on stage. We see ya",1,1,23,
2019-07-03 18:20:48+00:00,https://twitter.com/Twitter/status/1146483949193093121,@Froste Knew it,27,39,948,
2019-07-03 16:28:04+00:00,https://twitter.com/Twitter/status/1146455577561899008,"Sorry we can’t come to the phone right now.

Please leave a message after the Tweet.",3383,9097,52572,
2019-07-02 20:58:44+00:00,https://twitter.com/Twitter/status/1146161307290341377,"@CMONPUDDlN More like the clown shoes that ""forgot"" to hit the brakes",10,5,91,
2019-07-02 20:57:14+00:00,https://twitter.com/Twitter/status/1146160929320689664,@Froste Setting a reminder,32,54,1084,
2019-07-02 20:56:56+00:00,https://twitter.com/Twitter/status/1146160851457662976,@Jiminsgrapes Not oomf anymore,17,18,160,
2019-07-02 20:56:31+00:00,https://twitter.com/Twitter/status/1146160745635287041,@simpboylen Three months to go let's do this,0,1,27,
2019-07-02 20:48:30+00:00,https://twitter.com/Twitter/status/1146158729429159937,@ellieaddi A dream Tweet,0,0,55,
2019-07-02 20:48:14+00:00,https://twitter.com/Twitter/status/1146158665021497345,@nicolacoughlan Iconic debut Tweet,2,1,122,
2019-07-02 20:47:16+00:00,https://twitter.com/Twitter/status/1146158418488680452,@rymrtlorbes 1 sentence = 1 scroll,1,5,31,
2019-07-02 20:46:43+00:00,https://twitter.com/Twitter/status/1146158279988523008,"@_DreCampbell The DMs to yourself have it all: reminders, funny Tweets, Tweet inspirations",0,1,8,
2019-07-02 20:46:14+00:00,https://twitter.com/Twitter/status/1146158157783343106,@jennifermerr Time zones are the real mood killers,2,0,24,
2019-07-02 20:39:00+00:00,https://twitter.com/Twitter/status/1146156340680777730,"@FollowTheLaoide Brendan, if you're reading this, there's plenty of fish in the Twitter sea",1,2,75,
2019-07-02 20:38:26+00:00,https://twitter.com/Twitter/status/1146156196417683457,"@JONE914 Eyes like a detective, ready to solve any mystery",1,2,6,
2019-07-02 20:38:06+00:00,https://twitter.com/Twitter/status/1146156111344668677,@HayleyBowBeauty This is everything,4,1,42,
2019-07-02 20:37:50+00:00,https://twitter.com/Twitter/status/1146156046056120330,@bminton8 We're all living the same life,0,4,35,
2019-07-02 20:25:41+00:00,https://twitter.com/Twitter/status/1146152989155049472,@jayydotdeedot It's history,0,0,2,
2019-07-02 20:25:19+00:00,https://twitter.com/Twitter/status/1146152894892318721,@Kayomideee Verrrrrry interesting,2,4,31,
2019-07-02 20:25:05+00:00,https://twitter.com/Twitter/status/1146152835614203904,@MasterReiner The Tweet marks the spot,1,4,90,
2019-07-01 21:12:00+00:00,https://twitter.com/Twitter/status/1145802254668259329,@nixsane Dream job,7,3,41,
2019-07-01 21:11:44+00:00,https://twitter.com/Twitter/status/1145802187873931265,@xichicommonara Love yourself = love your Tweets,2,1,10,
2019-07-01 21:11:26+00:00,https://twitter.com/Twitter/status/1145802114146406404,@forever_nana19 The ice cream froze everyone it seems,6,32,484,
2019-07-01 21:11:05+00:00,https://twitter.com/Twitter/status/1145802023574675458,@FAIRLYLEVITATE @aneareitio @TomHolland1996 That Tweet did what had to be done,1,5,20,
2019-07-01 21:10:49+00:00,https://twitter.com/Twitter/status/1145801960341348353,@demi_burnett 1% and we're still sending that Tweet,1,0,27,
2019-07-01 21:08:53+00:00,https://twitter.com/Twitter/status/1145801473017700357,@RealPaigeWWE https://t.co/TxFl1b4oJ6,3,3,32,
2019-07-01 21:08:37+00:00,https://twitter.com/Twitter/status/1145801403258085379,"@skeletonanna Are you in chat room A, B, C, or D?",4,10,156,
2019-07-01 21:08:21+00:00,https://twitter.com/Twitter/status/1145801336140849157,@syrefallen A thank you today,1,0,7,
2019-07-01 20:41:51+00:00,https://twitter.com/Twitter/status/1145794669122596866,@aegyobunny Guess it was the fingers not the toes,2,0,25,
2019-07-01 20:41:30+00:00,https://twitter.com/Twitter/status/1145794582459953155,@glowinghobiii Who wore it better?,0,4,52,
2019-07-01 20:41:16+00:00,https://twitter.com/Twitter/status/1145794521189498880,@japansmercy Think we might know him,12,5,175,
2019-07-01 20:29:09+00:00,https://twitter.com/Twitter/status/1145791473679511553,@RiRisBFF Daily dose of laugh coming right up,0,0,27,
2019-07-01 20:26:33+00:00,https://twitter.com/Twitter/status/1145790818898370560,@kurtisconner It's art,3,5,369,
2019-06-28 20:02:23+00:00,https://twitter.com/Twitter/status/1144697572587638784,@overtaes Your brand is strong,2,1,11,
2019-06-28 20:02:06+00:00,https://twitter.com/Twitter/status/1144697501750059008,@AdrianChen This is euphoria,1,2,11,
2019-06-28 19:59:14+00:00,https://twitter.com/Twitter/status/1144696782213079040,@ryankirbz 🕶,0,0,7,
2019-06-28 19:58:56+00:00,https://twitter.com/Twitter/status/1144696702844248064,@MichaelLopriore Making something out of nothing,2,1,25,
2019-06-28 19:57:06+00:00,https://twitter.com/Twitter/status/1144696242334851073,@wonderfulhowel It should happen,15,4,89,
2019-06-28 19:56:51+00:00,https://twitter.com/Twitter/status/1144696179541852161,"@jessfraz Alternatively titled, ""Drafts""",1,1,29,
2019-06-28 19:56:27+00:00,https://twitter.com/Twitter/status/1144696081667825664,@taeberets Best way to use DMs,3,3,53,
2019-06-28 19:56:11+00:00,https://twitter.com/Twitter/status/1144696011564167168,@antalalakam That's being responsible,0,1,3,
2019-06-28 19:53:43+00:00,https://twitter.com/Twitter/status/1144695391004368898,@hiplikejibooty When the game turns into real life,1,0,14,
2019-06-28 19:53:25+00:00,https://twitter.com/Twitter/status/1144695318094725121,"@crylauv Name a better feeling, we'll wait",2,0,6,
2019-06-28 19:52:58+00:00,https://twitter.com/Twitter/status/1144695202080272384,@mainlychambie Eyes have been blessed,2,0,1,
2019-06-28 19:50:49+00:00,https://twitter.com/Twitter/status/1144694662512484352,"@electricgrvnt But you CAN Tweet, and that's what matters",2,0,12,
2019-06-28 19:47:38+00:00,https://twitter.com/Twitter/status/1144693860695760896,@mitchgrassi That feels wrong,0,7,190,
2019-06-28 19:42:59+00:00,https://twitter.com/Twitter/status/1144692690501668864,@Ohmwrecker A subtle way to remind people it's your birthday without saying it's your birthday,1,3,265,
2019-06-28 19:42:31+00:00,https://twitter.com/Twitter/status/1144692574009135105,@payformycoffee A few of our favorite things,2,21,268,
2019-06-28 18:25:23+00:00,https://twitter.com/Twitter/status/1144673160777912322,We're inviting more of you to the party! Check it out and let us know what you think of the https://t.co/fHiPXozBdO design experiment.,657,199,2707,
2019-06-27 21:43:20+00:00,https://twitter.com/Twitter/status/1144360588031774720,@SeanSchemmel How meta would it be if we liked this,4,4,149,
2019-06-27 21:37:55+00:00,https://twitter.com/Twitter/status/1144359227789664256,"@mytoecold Retweets are like the saying ""I love you"" stage of the relationship",2,7,276,
2019-06-27 21:37:02+00:00,https://twitter.com/Twitter/status/1144359005021753344,@lookingforlewys Everyone's goal now,0,0,27,
2019-06-27 21:32:08+00:00,https://twitter.com/Twitter/status/1144357769350455296,@ProZD Strong pitch,10,12,552,
2019-06-27 21:30:44+00:00,https://twitter.com/Twitter/status/1144357418622734336,@MrTeddyTedster Bark Kent,3,11,232,
2019-06-27 21:30:22+00:00,https://twitter.com/Twitter/status/1144357327681859587,@5Live_ The notification that feels like true love,0,1,8,
2019-06-27 14:36:45+00:00,https://twitter.com/Twitter/status/1144253235542278146,@MsJoyChristine Social science,2,1,26,
2019-06-27 14:36:28+00:00,https://twitter.com/Twitter/status/1144253165862293506,@epicphani You tell us,3,4,41,
2019-06-27 14:33:36+00:00,https://twitter.com/Twitter/status/1144252444060372992,@MemphisSpence ... oops,3,4,55,
2019-06-27 14:33:20+00:00,https://twitter.com/Twitter/status/1144252377559642113,@el_taliban13 We just threw a reverse card,2,2,37,
2019-06-27 14:25:32+00:00,https://twitter.com/Twitter/status/1144250413945896960,@david_arredondo Meta,2,0,17,
2019-06-27 14:23:27+00:00,https://twitter.com/Twitter/status/1144249888525488129,@aurorwin World feels different now that you know,4,15,341,
2019-06-27 14:23:05+00:00,https://twitter.com/Twitter/status/1144249798024990726,@FalconUpTilt All these social experiments taking place inside a social experiment,14,22,363,
2019-06-27 14:20:39+00:00,https://twitter.com/Twitter/status/1144249185560125441,"@Nazeerbaye4ever Don't hate the player, hate the game",14,27,209,
2019-06-27 14:20:14+00:00,https://twitter.com/Twitter/status/1144249079465152516,@DaniellaEscosa You advance if you can prove you've got the moves,5,9,136,
2019-06-27 14:20:00+00:00,https://twitter.com/Twitter/status/1144249021713788928,@bmeakin We just lost the game,5,7,162,
2019-06-27 14:19:46+00:00,https://twitter.com/Twitter/status/1144248963987648513,"@ETERNALmxTv If you see this Tweet, reply with your favorite kind of sandwich",71,6,103,
2019-06-27 14:18:19+00:00,https://twitter.com/Twitter/status/1144248599959748608,@AFord152 Is that a plastic straw?,24,19,513,
2019-06-27 14:15:29+00:00,https://twitter.com/Twitter/status/1144247885313298433,@Adamsholmes360 The answer is yes,3,2,66,
2019-06-27 14:15:11+00:00,https://twitter.com/Twitter/status/1144247808771403777,@FailuresWay You're winning,4,5,94,
2019-06-27 14:14:39+00:00,https://twitter.com/Twitter/status/1144247676864798720,@SandraDParsons IS THIS SHOUTING,11,8,164,
2019-06-27 14:11:57+00:00,https://twitter.com/Twitter/status/1144246995361705985,@Eunha_XX It's social,8,4,131,
2019-06-27 14:11:48+00:00,https://twitter.com/Twitter/status/1144246956128112640,"@FuriousCookieYT If you see this Tweet, reply with your favorite kind of cookie",160,16,282,
2019-06-27 14:08:12+00:00,https://twitter.com/Twitter/status/1144246050846384128,"Social experiment: If you come across this Tweet, you’re in the real social experiment",3196,7848,46224,
2019-06-26 20:41:20+00:00,https://twitter.com/Twitter/status/1143982600379359232,"@kitty_yoongi Can't play favorites, but this one is adorable",3,1,24,
2019-06-26 20:37:06+00:00,https://twitter.com/Twitter/status/1143981534455746567,"@Akosuahmay_ Gotta give credit where credit is due. 

Us. We found it ourselves",3,1,19,
2019-06-26 20:36:40+00:00,https://twitter.com/Twitter/status/1143981423247990786,@shug4r Out with the old in with the better,4,2,19,
2019-06-26 20:36:16+00:00,https://twitter.com/Twitter/status/1143981324996435968,"@zlikeinzorro Love this trend, love this Tweet",0,0,2,
2019-06-26 20:34:08+00:00,https://twitter.com/Twitter/status/1143980786384867328,"@keelmb Send this one with it: 

Hi Keely's boss, 
Keely will be working from home today. 
Thanks, 
Twitter",1,2,25,
2019-06-26 20:33:38+00:00,https://twitter.com/Twitter/status/1143980661491060738,@zhashx She'd do anything for you,11,133,3317,
2019-06-26 20:33:18+00:00,https://twitter.com/Twitter/status/1143980578477432833,@mikes_dead Really the only thing you can do at the DMV,0,0,14,
2019-06-26 20:32:22+00:00,https://twitter.com/Twitter/status/1143980343407632384,"@ssavannahkramer Hey now, you're an all-star",32,722,15417,
2019-06-26 20:26:35+00:00,https://twitter.com/Twitter/status/1143978887170465793,@MendesCrewInfo This shirt is a Twitter icon,35,73,789,
2019-06-26 20:25:43+00:00,https://twitter.com/Twitter/status/1143978668806615040,@robbiegilpin A whole travesty,0,1,4,
2019-06-26 20:21:44+00:00,https://twitter.com/Twitter/status/1143977665386438662,@needyrobinson 👀,4,9,195,
2019-06-26 20:20:52+00:00,https://twitter.com/Twitter/status/1143977448738107394,@Skrillex Swipe left and go live! See you in the stream,3,0,104,
2019-06-26 20:19:41+00:00,https://twitter.com/Twitter/status/1143977151416492035,@Tobjizzle A whole decade,9,30,2239,
2019-06-26 18:15:52+00:00,https://twitter.com/Twitter/status/1143945991202230273,@Senosity So the bird was Smash Mouth,0,2,71,
2019-06-26 18:13:25+00:00,https://twitter.com/Twitter/status/1143945372877885444,"@_sudo_whoami Sparkle, sparkle",8,13,271,
2019-06-26 18:11:06+00:00,https://twitter.com/Twitter/status/1143944793027948545,@laraxxvi That's a scheming bird,2,5,227,
2019-06-26 18:10:32+00:00,https://twitter.com/Twitter/status/1143944649448546305,@landonsface We got a feeling,3,4,287,
2019-06-26 18:09:44+00:00,https://twitter.com/Twitter/status/1143944449657102336,@Aaron37077021 Solid advice,4,3,359,
2019-06-26 18:05:57+00:00,https://twitter.com/Twitter/status/1143943494127542273,A little birdie told me...,3384,2964,25199,
2019-06-25 20:57:30+00:00,https://twitter.com/Twitter/status/1143624280401502208,Customizable timelines that are easy to access? We’re thinking about ways to do this! One idea we had is for you to be able to swipe to your lists from home. If you're in the test tell us what you think! https://t.co/g5WMaNZ57N,1835,1753,9933,
2019-06-25 20:02:31+00:00,https://twitter.com/Twitter/status/1143610443619065863,@xkaitIin What is the story behind this,5,1,30,
2019-06-25 19:56:53+00:00,https://twitter.com/Twitter/status/1143609026992848896,@MegsDeAngelis The time the Tweets leave the drafts means everything,1,3,25,
2019-06-25 19:56:26+00:00,https://twitter.com/Twitter/status/1143608912127680513,@playnikes Nothing. Literally nothing.,2,2,8,
2019-06-25 19:56:04+00:00,https://twitter.com/Twitter/status/1143608818624028672,@fyne_fii What made you stop? https://t.co/dOU1k7eLGo,25,60,389,
2019-06-25 17:54:12+00:00,https://twitter.com/Twitter/status/1143578151081132033,@ROUNDTHEBEND__ Never know who is going to see your Tweet,5,25,258,
2019-06-25 17:53:44+00:00,https://twitter.com/Twitter/status/1143578032059428864,@pipson_ @lexcanroar @caddiepiex That IRL stamp of Tweet approval,0,0,4,
2019-06-25 17:51:45+00:00,https://twitter.com/Twitter/status/1143577534778486784,@jedihbic A Like is worth a thousand words,2,3,52,
2019-06-25 17:51:21+00:00,https://twitter.com/Twitter/status/1143577434975084544,@susanorlean Run on sentences have never felt so good,0,1,4,
2019-06-25 17:47:16+00:00,https://twitter.com/Twitter/status/1143576407496372225,@FishBowlOfWine https://t.co/Gi2bmbRYqb,2,1,94,
2019-06-25 17:43:51+00:00,https://twitter.com/Twitter/status/1143575545042657280,@jayyy2foreign Always embrace that question,0,0,8,
2019-06-25 17:42:17+00:00,https://twitter.com/Twitter/status/1143575153680486400,@RayNarvaezJr Sometimes those are the best follows,2,1,54,
2019-06-25 17:39:15+00:00,https://twitter.com/Twitter/status/1143574389323116545,@awonderland Welcome to the dark side,2,17,186,
2019-06-25 17:38:55+00:00,https://twitter.com/Twitter/status/1143574302958206976,@thelindsayellis Don McLean is proud,1,0,7,
2019-06-25 17:15:20+00:00,https://twitter.com/Twitter/status/1143568370312331264,@TheWomanfredi Our eyes are leaking,2,3,46,
2019-06-25 17:14:52+00:00,https://twitter.com/Twitter/status/1143568253110931456,@MyTweets2Trash Foodie calls exposed,0,0,1,
2019-06-24 20:12:46+00:00,https://twitter.com/Twitter/status/1143250633908207617,@farrahrized Big Grammar Energy,2,1,62,
2019-06-24 20:11:21+00:00,https://twitter.com/Twitter/status/1143250277757329415,@ashvalentinex Confirmed,11,10,136,
2019-06-24 20:10:57+00:00,https://twitter.com/Twitter/status/1143250175353339905,@FactsDevito Your manager will get back to them,3,0,32,
2019-06-24 20:06:07+00:00,https://twitter.com/Twitter/status/1143248959969906691,@MYSTIC7 Your Tweet was his command,4,0,33,
2019-06-24 20:05:44+00:00,https://twitter.com/Twitter/status/1143248866462109699,@CORNYASSBITCH It's your calling,1,0,29,
2019-06-24 18:19:40+00:00,https://twitter.com/Twitter/status/1143222172112097282,@paolomusano Improving with each Tweet,3,3,58,
2019-06-24 18:19:19+00:00,https://twitter.com/Twitter/status/1143222085533294592,@nicshields Care to share?,2,0,22,
2019-06-24 18:18:47+00:00,https://twitter.com/Twitter/status/1143221949985906688,@PAVGOD You're doing amazing sweetie,6,27,277,
2019-06-24 18:18:27+00:00,https://twitter.com/Twitter/status/1143221866154381312,@princessikawaii They can't fail if they've never tried,6,43,276,
2019-06-24 18:18:09+00:00,https://twitter.com/Twitter/status/1143221789843177477,@matrixsauce What Tweets are on draft today?,1,1,25,
2019-06-24 18:17:46+00:00,https://twitter.com/Twitter/status/1143221692162084864,@Biiiyaa You must be in dark mode,8,7,224,
2019-06-24 18:17:28+00:00,https://twitter.com/Twitter/status/1143221617524387840,@marcs_solomon Who can even remember what they meant to say?,2,1,35,
2019-06-24 18:10:10+00:00,https://twitter.com/Twitter/status/1143219782747140097,@supasaiyanslime The place where all the editing goes down,5,3,155,
2019-06-24 18:09:51+00:00,https://twitter.com/Twitter/status/1143219703416008704,@bagel_bois They're drafts for a reason,4,69,309,
2019-06-24 18:09:49+00:00,https://twitter.com/Twitter/status/1143219693181947904,@controllerontop 👀,7,11,232,
2019-06-24 18:09:33+00:00,https://twitter.com/Twitter/status/1143219625070596097,@JoesRodeoPonies gotchu,2,4,100,
2019-06-24 18:02:56+00:00,https://twitter.com/Twitter/status/1143217962402373634,You’re better than your drafts,1575,21886,59871,
2019-06-24 17:51:40+00:00,https://twitter.com/Twitter/status/1143215126541230080,@NINETIREDBUGS Rats love love too,3,6,145,
2019-06-24 17:51:14+00:00,https://twitter.com/Twitter/status/1143215014578466817,@ellle_em We are so invested in this cat story,2,1,49,
2019-06-24 17:50:43+00:00,https://twitter.com/Twitter/status/1143214884819222529,@baaayyyx Used to but now we use Bookmarks,0,0,4,
2019-06-24 17:50:19+00:00,https://twitter.com/Twitter/status/1143214784415973376,@gabcake What's your Twitter without a teaser?,2,0,22,
2019-06-24 17:46:21+00:00,https://twitter.com/Twitter/status/1143213788277149698,@joeyskawaii Stan Twitter knows how to party,1,55,570,
2019-06-24 17:46:03+00:00,https://twitter.com/Twitter/status/1143213709994745856,@itskyleeanne @Neilicorn It happened 💙,1,1,0,
2019-06-24 17:42:40+00:00,https://twitter.com/Twitter/status/1143212861923180544,@nrlsyrh__ Years pass on Twitter but the love remains the same,0,0,1,
2019-06-24 17:41:45+00:00,https://twitter.com/Twitter/status/1143212630108200962,@franny Tweets feel bigger,0,0,17,
2019-06-24 17:40:46+00:00,https://twitter.com/Twitter/status/1143212381616689152,@RiseFallNick A Twitter peak,2,1,56,
2019-06-24 17:39:22+00:00,https://twitter.com/Twitter/status/1143212028817039360,@TSM_Myth Imagine the power it would have if it had metal rings,9,7,271,
2019-06-24 17:38:43+00:00,https://twitter.com/Twitter/status/1143211867424350208,@edisznn *Too funny for IG,1,17,186,
2019-06-24 17:37:32+00:00,https://twitter.com/Twitter/status/1143211567351324673,@eccentricmarion Armed but not ready,8,43,746,
2019-06-21 19:21:33+00:00,https://twitter.com/Twitter/status/1142150579826937856,@sadwafffle x=280,5,0,21,
2019-06-21 19:21:17+00:00,https://twitter.com/Twitter/status/1142150513837969408,"@niallxcheeks Sapphire and moonlight, we Tweeted for hours in the sand",0,1,3,
2019-06-21 19:15:30+00:00,https://twitter.com/Twitter/status/1142149058473156608,"@krisstalyn_ You know they're thinking of you when: 
https://t.co/k7SN0jHjW1",1,1,4,
2019-06-21 19:14:21+00:00,https://twitter.com/Twitter/status/1142148771268243457,@9naby99 Tell 'em,1,0,3,
2019-06-21 19:03:43+00:00,https://twitter.com/Twitter/status/1142146093343543296,@ilyjoons Sending you the confidence to send that DM,6,1,24,
2019-06-21 18:49:18+00:00,https://twitter.com/Twitter/status/1142142467241914368,@momstrosityy ! (No spoilers),1,1,22,
2019-06-21 18:48:53+00:00,https://twitter.com/Twitter/status/1142142358953353217,@cottoncandaddy Top to bottom or bottom to top?,0,1,25,
2019-06-21 18:37:37+00:00,https://twitter.com/Twitter/status/1142139525818437633,@nostalgicgguk Twitter fam pulls through once again,2,0,6,
2019-06-20 21:34:16+00:00,https://twitter.com/Twitter/status/1141821592848207877,@GuiN30 ...or at least your @ handle,1,0,29,
2019-06-20 21:29:43+00:00,https://twitter.com/Twitter/status/1141820446473633798,@SirOggyBilla Screenshots of Tweets,46,206,1502,
2019-06-20 21:21:17+00:00,https://twitter.com/Twitter/status/1141818327901319168,@Zaxbys @fendar Tweet proof ✔️,2,2,103,
2019-06-20 21:18:48+00:00,https://twitter.com/Twitter/status/1141817701863743488,@xChemicalr why not both?,8,3,266,
2019-06-20 21:16:19+00:00,https://twitter.com/Twitter/status/1141817077050859521,@ProductHunt 👋,7,3,92,
2019-06-20 21:09:23+00:00,https://twitter.com/Twitter/status/1141815332300046342,@InStyle You in?,10,7,136,
2019-06-20 21:08:00+00:00,https://twitter.com/Twitter/status/1141814982671253512,@MattNavarra Tweeters?,22,11,280,
2019-06-20 21:02:58+00:00,https://twitter.com/Twitter/status/1141813717476265985,@tasty https://t.co/5XegAIQ4lo,10,6,236,
2019-06-20 20:58:54+00:00,https://twitter.com/Twitter/status/1141812692052783104,Twitters,3078,5442,37514,
2019-06-20 18:17:50+00:00,https://twitter.com/Twitter/status/1141772160995868672,"@andlikelaura The more you read it, the funnier it gets",1,1,21,
